Participant_ID,step_index,heard_letter,pressed_match,reaction_time_ms,alarm_file,latency_from_alarm_ms,is_target,correct
U12,0,D,False,,none,,False,True
U12,1,G,False,,none,,False,True
U12,2,C,False,,none,,False,True
U12,3,D,False,,none,,False,True
U12,4,C,True,1409.0,none,,True,True
U12,5,D,True,1374.0,stacked_tritones.wav,959.0,True,True
U12,6,G,False,,none,,False,True
U12,7,D,True,1895.0,none,,True,True
U12,8,F,False,,major_7th_cluster.wav,,False,True
U12,9,F,False,,none,,False,True
U12,10,B,False,,c_maj7_b9.wav,,False,True
U12,11,F,True,2307.0,none,,True,True
U12,12,G,False,,none,,False,True
U12,13,C,False,,c_major.wav,,False,True
U12,14,B,False,,c_min7_b5.wav,,False,True
U12,15,C,True,1896.0,c_major_6.wav,1490.0,True,True
U12,16,C,False,,none,,False,True
U12,17,G,False,,none,,False,True
U12,18,C,True,1381.0,c7_sharp_9.wav,963.0,True,True
U12,19,B,False,,none,,False,True
U12,20,B,False,,minor_2nd_cluster.wav,,False,True
U12,21,B,False,,none,,True,False
