Participant_ID,step_index,heard_letter,pressed_match,reaction_time_ms,alarm_file,latency_from_alarm_ms,is_target,correct
U20,0,D,False,,none,,False,True
U20,1,G,False,,none,,False,True
U20,2,C,False,,c7_sharp_9.wav,,False,True
U20,3,D,False,,none,,False,True
U20,4,C,True,1670.0,c_major_6.wav,1259.0,True,True
U20,5,D,False,,none,,True,False
U20,6,G,False,,none,,False,True
U20,7,D,True,1104.0,none,,True,True
U20,8,F,False,,c_min7_b5.wav,,False,True
U20,9,F,False,,none,,False,True
U20,10,B,False,,none,,False,True
U20,11,F,True,1197.0,none,,True,True
U20,12,G,False,,none,,False,True
U20,13,C,False,,none,,False,True
U20,14,B,False,,minor_2nd_cluster.wav,,False,True
U20,15,C,True,1031.0,c_major.wav,614.0,True,True
U20,16,C,True,909.0,major_7th_cluster.wav,505.0,False,False
U20,17,G,False,,none,,False,True
U20,18,C,True,750.0,c_maj7_b9.wav,338.0,True,True
U20,19,B,False,,stacked_tritones.wav,,False,True
U20,20,B,False,,none,,False,True
U20,21,B,True,617.0,none,,True,True
