Participant_ID,step_index,heard_letter,pressed_match,reaction_time_ms,alarm_file,latency_from_alarm_ms,is_target,correct
U22-1,0,B,False,,none,,False,True
U22-1,1,G,False,,none,,False,True
U22-1,2,B,True,689.0,c_major_6.wav,278.0,True,True
U22-1,3,G,True,847.0,c_maj7_b9.wav,439.0,True,True
U22-1,4,D,False,,none,,False,True
U22-1,5,D,False,,major_7th_cluster.wav,,False,True
U22-1,6,C,False,,minor_2nd_cluster.wav,,False,True
U22-1,7,B,False,,none,,False,True
U22-1,8,F,False,,none,,False,True
U22-1,9,C,False,,none,,False,True
U22-1,10,G,False,,none,,False,True
U22-1,11,F,False,,none,,False,True
U22-1,12,G,True,783.0,none,,True,True
U22-1,13,B,False,,none,,False,True
U22-1,14,B,False,,c_min7_b5.wav,,False,True
U22-1,15,B,False,,stacked_tritones.wav,,True,False
U22-1,16,B,True,842.0,none,,True,True
U22-1,17,C,False,,c7_sharp_9.wav,,False,True
U22-1,18,F,False,,c_major.wav,,False,True
U22-1,19,D,False,,none,,False,True
U22-1,20,C,False,,none,,False,True
U22-1,21,D,True,1094.0,none,,True,True
