Participant_ID,step_index,heard_letter,pressed_match,reaction_time_ms,alarm_file,latency_from_alarm_ms,is_target,correct
U10-1,0,D,False,,none,,False,True
U10-1,1,G,False,,none,,False,True
U10-1,2,C,False,,c7_sharp_9.wav,,False,True
U10-1,3,D,False,,none,,False,True
U10-1,4,C,True,867.0,none,,True,True
U10-1,5,D,True,743.0,none,,True,True
U10-1,6,G,False,,c_maj7_b9.wav,,False,True
U10-1,7,D,True,711.0,none,,True,True
U10-1,8,F,False,,stacked_tritones.wav,,False,True
U10-1,9,F,False,,none,,False,True
U10-1,10,B,False,,c_major.wav,,False,True
U10-1,11,F,True,818.0,none,,True,True
U10-1,12,G,False,,none,,False,True
U10-1,13,C,False,,none,,False,True
U10-1,14,B,False,,c_major_6.wav,,False,True
U10-1,15,C,True,904.0,none,,True,True
U10-1,16,C,True,822.0,major_7th_cluster.wav,404.0,False,False
U10-1,17,G,False,,none,,False,True
U10-1,18,C,True,638.0,c_min7_b5.wav,233.0,True,True
U10-1,19,B,False,,none,,False,True
U10-1,20,B,False,,minor_2nd_cluster.wav,,False,True
U10-1,21,B,True,599.0,none,,True,True
