Participant_ID,step_index,heard_letter,pressed_match,reaction_time_ms,alarm_file,latency_from_alarm_ms,is_target,correct
U07,0,B,False,,none,,False,True
U07,1,G,False,,none,,False,True
U07,2,B,True,908.0,minor_2nd_cluster.wav,487.0,True,True
U07,3,G,True,877.0,c_maj7_b9.wav,459.0,True,True
U07,4,D,False,,stacked_tritones.wav,,False,True
U07,5,D,False,,none,,False,True
U07,6,C,False,,c_major_6.wav,,False,True
U07,7,B,False,,c_min7_b5.wav,,False,True
U07,8,F,False,,none,,False,True
U07,9,C,False,,none,,False,True
U07,10,G,False,,none,,False,True
U07,11,F,True,920.0,c7_sharp_9.wav,508.0,False,False
U07,12,G,True,707.0,none,,True,True
U07,13,B,False,,none,,False,True
U07,14,B,False,,major_7th_cluster.wav,,False,True
U07,15,B,True,753.0,none,,True,True
U07,16,B,True,759.0,none,,True,True
U07,17,C,False,,none,,False,True
U07,18,F,False,,c_major.wav,,False,True
U07,19,D,False,,none,,False,True
U07,20,C,False,,none,,False,True
U07,21,D,False,,none,,True,False
